,level_0,index,Date,Sales,Dollar Volume,Average Price,Median Price,Total Listings,Months Invntory,County,Oil Price,Unemployment
517,517,42,07/01/14,2021,437910052,216680,175000,,,Bexar,103.59,5.1
518,518,43,08/01/14,1938,400351830,206580,170950,,,Bexar,96.54,4.9
519,519,44,09/01/14,1821,377507028,207308,173800,,,Bexar,93.21,4.5
520,520,45,10/01/14,1703,336867793,197808,165000,,,Bexar,84.4,4.3
521,521,46,11/01/14,1357,292698056,215695,172000,,,Bexar,75.79,4.1
522,522,47,12/01/14,1654,343047238,207405,170000,,,Bexar,59.29,3.7
523,523,48,01/01/15,1149,227733209,198201,167490,5139,3.1,Bexar,47.22,4.2
524,524,49,02/01/15,1366,283223454,207338,179000,5254,3.2,Bexar,50.58,3.9
525,525,50,03/01/15,1748,370917939,212196,175000,5191,3.1,Bexar,47.82,3.7
526,526,51,04/01/15,1916,407914263,212899,177250,5445,3.2,Bexar,54.45,3.4
527,527,52,05/01/15,2019,463241108,229441,187000,5774,3.4,Bexar,59.27,3.7
528,528,53,06/01/15,2313,530599174,229399,188000,6078,3.5,Bexar,59.82,4.1
529,529,54,07/01/15,2292,517581130,225821,185000,6421,3.6,Bexar,50.9,4.2
530,530,55,08/01/15,2052,456296707,222367,185000,6246,3.5,Bexar,42.87,3.9
531,531,56,09/01/15,1930,427528700,221517,182000,6182,3.5,Bexar,45.48,3.8
532,532,57,10/01/15,1771,387756583,218948,176500,6087,3.4,Bexar,46.22,3.8
533,533,58,11/01/15,1372,277899019,202550,174600,5926,3.3,Bexar,42.44,3.7
534,534,59,12/01/15,1771,392810426,221801,183000,5346,3,Bexar,37.19,3.5
535,535,60,01/01/16,1225,260848993,212938,176000,5636,3.1,Bexar,31.68,3.7
536,536,61,02/01/16,1524,325739191,213740,179000,5679,3.1,Bexar,30.32,3.5
537,537,62,03/01/16,2032,439110483,216098,185000,5875,3.2,Bexar,37.55,3.6
538,538,63,04/01/16,1969,439827324,223376,189000,5996,3.2,Bexar,40.75,3.3
539,539,64,05/01/16,2183,503260145,230536,195000,6066,3.2,Bexar,46.71,3.4
540,540,65,06/01/16,2398,559203568,233196,198000,6211,3.3,Bexar,48.76,3.9
541,541,66,07/01/16,2227,520648910,233789,198900,6533,3.5,Bexar,44.65,4.2
542,542,67,08/01/16,2250,519045626,230687,194500,6431,3.4,Bexar,44.72,4.1
543,543,68,09/01/16,2025,461496018,227899,190500,6176,3.3,Bexar,45.18,4
544,544,69,10/01/16,1885,427311175,226690,192000,6013,3.2,Bexar,49.78,3.7
545,545,70,11/01/16,1681,377326869,224466,187350,5794,3,Bexar,45.66,3.5
546,546,71,12/01/16,1882,425731157,226212,195000,5266,2.7,Bexar,51.97,3.7
4178,4178,0,01/01/11,111,19702098,177496,158500,,,Brazoria,89.17,8.6
4179,4179,1,02/01/11,114,20175189,176975,155750,,,Brazoria,88.58,8.3
4180,4180,2,03/01/11,204,32658088,160089,147350,,,Brazoria,102.86,8
4181,4181,3,04/01/11,214,35998558,168218,153750,,,Brazoria,109.53,7.7
4182,4182,4,05/01/11,227,39119929,172334,155000,,,Brazoria,100.9,8
4183,4183,5,06/01/11,240,41220369,171752,156000,,,Brazoria,96.26,8.6
4184,4184,6,07/01/11,221,36627154,165734,156000,,,Brazoria,97.3,8.5
4185,4185,7,08/01/11,232,37922188,163458,159002,,,Brazoria,86.33,8.2
4186,4186,8,09/01/11,204,35831928,175647,161750,,,Brazoria,85.52,8
4187,4187,9,10/01/11,193,34495642,178734,159900,,,Brazoria,86.32,7.5
4188,4188,10,11/01/11,155,27541474,177687,165900,,,Brazoria,97.16,7.4
4189,4189,11,12/01/11,198,33649881,169949,156750,,,Brazoria,98.56,7.4
4190,4190,12,01/01/12,142,23864825,168062,150000,,,Brazoria,100.27,7.6
4191,4191,13,02/01/12,140,23528214,168059,162500,,,Brazoria,102.2,7.3
4192,4192,14,03/01/12,205,35017028,170815,159000,,,Brazoria,106.16,#N/A
4193,4193,15,04/01/12,201,34511328,171698,159900,,,Brazoria,103.32,#N/A
4194,4194,16,05/01/12,232,40670766,175305,169200,,,Brazoria,94.66,6.6
4195,4195,17,06/01/12,262,47357062,180752,169250,,,Brazoria,82.3,7.2
4196,4196,18,07/01/12,266,49103740,184601,164950,,,Brazoria,87.9,7.2
4197,4197,19,08/01/12,256,45579552,178045,165000,,,Brazoria,94.13,#N/A
4198,4198,20,09/01/12,210,37540972,178767,166450,,,Brazoria,94.51,#N/A
4199,4199,21,10/01/12,246,42516404,172831,164450,,,Brazoria,89.49,6
4200,4200,22,11/01/12,199,36633031,184086,174500,,,Brazoria,86.53,5.8
4201,4201,23,12/01/12,209,37757991,180660,169700,,,Brazoria,87.86,#N/A
4202,4202,24,01/01/13,152,26720114,175790,165750,,,Brazoria,94.76,6.6
4203,4203,25,02/01/13,188,30293015,161133,160500,,,Brazoria,95.31,6.2
4204,4204,26,03/01/13,241,44578176,184972,170000,,,Brazoria,92.94,5.9
4205,4205,27,04/01/13,251,46783257,186387,174900,,,Brazoria,92.02,5.7
4206,4206,28,05/01/13,318,59950798,188525,175000,,,Brazoria,94.51,6
4207,4207,29,06/01/13,328,65594083,199982,185000,,,Brazoria,95.77,6.6
4208,4208,30,07/01/13,361,71554125,198211,181500,,,Brazoria,104.67,6.4
4209,4209,31,08/01/13,319,62551853,196087,186000,,,Brazoria,106.57,6.2
4210,4210,32,09/01/13,230,44058506,191559,178554,,,Brazoria,106.29,6
4211,4211,33,10/01/13,229,43147266,188416,176900,,,Brazoria,100.54,5.9
4212,4212,34,11/01/13,206,42795213,207744,185000,,,Brazoria,93.86,5.7
4213,4213,35,12/01/13,205,38660720,188589,170000,,,Brazoria,97.63,5.4
4214,4214,36,01/01/14,166,33631425,202599,186000,,,Brazoria,94.62,5.8
4215,4215,37,02/01/14,208,42127740,202537,186862,,,Brazoria,100.82,5.6
4216,4216,38,03/01/14,273,55605196,203682,190000,,,Brazoria,100.8,5.4
4217,4217,39,04/01/14,252,52516996,208401,190000,,,Brazoria,102.07,4.7
4218,4218,40,05/01/14,325,68523475,210841,194900,,,Brazoria,102.18,5
4219,4219,41,06/01/14,358,76041425,212406,195500,,,Brazoria,105.79,5.4
4220,4220,42,07/01/14,340,70495431,207340,193250,,,Brazoria,103.59,5.5
4221,4221,43,08/01/14,341,73577434,215770,196000,,,Brazoria,96.54,5.3
4222,4222,44,09/01/14,269,59390535,220783,205000,,,Brazoria,93.21,4.9
4223,4223,45,10/01/14,275,57577910,209374,192300,,,Brazoria,84.4,4.5
4224,4224,46,11/01/14,205,45468518,221798,199500,,,Brazoria,75.79,4.6
4225,4225,47,12/01/14,281,63447228,225791,206000,,,Brazoria,59.29,4.2
4226,4226,48,01/01/15,216,51599490,238887,220000,577,2.1,Brazoria,47.22,4.7
4227,4227,49,02/01/15,203,43522379,214396,200000,604,2.2,Brazoria,50.58,4.4
4228,4228,50,03/01/15,282,64083649,227247,203015,557,2,Brazoria,47.82,4.2
4229,4229,51,04/01/15,302,70782113,234378,215000,554,2,Brazoria,54.45,4
4230,4230,52,05/01/15,311,73692451,236953,223600,603,2.1,Brazoria,59.27,4.3
4231,4231,53,06/01/15,331,80185272,242252,227000,662,2.4,Brazoria,59.82,4.7
4232,4232,54,07/01/15,327,76524125,234019,218000,769,2.8,Brazoria,50.9,4.9
4233,4233,55,08/01/15,333,75242995,225955,209000,728,2.6,Brazoria,42.87,4.8
4234,4234,56,09/01/15,314,72163033,229819,212000,722,2.6,Brazoria,45.48,4.7
4235,4235,57,10/01/15,260,60492572,232664,212313,706,2.5,Brazoria,46.22,4.6
4236,4236,58,11/01/15,209,47703613,228247,216000,691,2.5,Brazoria,42.44,4.7
4237,4237,59,12/01/15,267,60295637,225826,214000,673,2.4,Brazoria,37.19,4.5
4238,4238,60,01/01/16,178,39862031,223944,220000,655,2.4,Brazoria,31.68,4.8
4239,4239,61,02/01/16,215,52542451,244383,229500,658,2.4,Brazoria,30.32,4.6
4240,4240,62,03/01/16,296,71019912,239932,229000,644,2.3,Brazoria,37.55,4.8
4241,4241,63,04/01/16,323,77084290,238651,215000,640,2.3,Brazoria,40.75,4.6
4242,4242,64,05/01/16,334,84073486,251717,239122,678,2.4,Brazoria,46.71,4.7
4243,4243,65,06/01/16,371,94275551,254112,235000,764,2.7,Brazoria,48.76,5.4
4244,4244,66,07/01/16,305,73143862,239816,225000,835,2.9,Brazoria,44.65,5.6
4245,4245,67,08/01/16,340,83315257,245045,230000,831,2.9,Brazoria,44.72,5.7
4246,4246,68,09/01/16,322,80906674,251263,233250,801,2.8,Brazoria,45.18,5.7
4247,4247,69,10/01/16,267,62829218,235315,217000,841,2.9,Brazoria,49.78,5
4248,4248,70,11/01/16,281,68228110,242805,230000,805,2.8,Brazoria,45.66,4.9
4249,4249,71,12/01/16,304,73100459,240462,225500,772,2.6,Brazoria,51.97,5.4
2090,2090,0,01/01/11,78,12731865,163229,150750,,,Brazos,89.17,6.3
2091,2091,1,02/01/11,96,14802381,154191,143950,,,Brazos,88.58,6
2092,2092,2,03/01/11,149,24889533,167044,153000,,,Brazos,102.86,5.7
2093,2093,3,04/01/11,174,30090630,172935,152000,,,Brazos,109.53,5.6
2094,2094,4,05/01/11,228,40405784,177218,154000,,,Brazos,100.9,5.8
2095,2095,5,06/01/11,258,43083770,166991,149250,,,Brazos,96.26,7.1
2096,2096,6,07/01/11,234,40481512,172998,149700,,,Brazos,97.3,6.8
2097,2097,7,08/01/11,177,29176598,164840,150000,,,Brazos,86.33,6.6
2098,2098,8,09/01/11,116,21134332,182193,159900,,,Brazos,85.52,6.2
2099,2099,9,10/01/11,99,18005255,181871,156410,,,Brazos,86.32,5.8
2100,2100,10,11/01/11,107,21535705,201268,156500,,,Brazos,97.16,5.4
2101,2101,11,12/01/11,112,20241727,180730,151950,,,Brazos,98.56,5.2
2102,2102,12,01/01/12,105,18350051,174762,140000,,,Brazos,100.27,5.7
2103,2103,13,02/01/12,118,19141054,162212,154750,,,Brazos,102.2,5.4
2104,2104,14,03/01/12,136,24996422,183797,155000,,,Brazos,106.16,#N/A
2105,2105,15,04/01/12,180,33662739,187015,155700,,,Brazos,103.32,#N/A
2106,2106,16,05/01/12,283,50732887,179268,154000,,,Brazos,94.66,5.1
2107,2107,17,06/01/12,262,44061031,168172,148750,,,Brazos,82.3,6.1
2108,2108,18,07/01/12,280,48309342,172533,149900,,,Brazos,87.9,6.2
2109,2109,19,08/01/12,275,49668118,180611,156800,,,Brazos,94.13,#N/A
2110,2110,20,09/01/12,138,26940762,195223,172645,,,Brazos,94.51,#N/A
2111,2111,21,10/01/12,140,28840025,206000,161000,,,Brazos,89.49,4.8
2112,2112,22,11/01/12,140,26161676,186869,151100,,,Brazos,86.53,4.7
2113,2113,23,12/01/12,122,20313289,166502,150000,,,Brazos,87.86,#N/A
2114,2114,24,01/01/13,134,25335513,189071,155450,,,Brazos,94.76,5.4
2115,2115,25,02/01/13,124,19920231,160647,152500,,,Brazos,95.31,4.9
2116,2116,26,03/01/13,187,34340481,183639,160100,,,Brazos,92.94,4.6
2117,2117,27,04/01/13,257,46213501,179819,159000,,,Brazos,92.02,4.5
2118,2118,28,05/01/13,334,64846749,194152,159900,,,Brazos,94.51,4.9
2119,2119,29,06/01/13,362,69349291,191573,160000,,,Brazos,95.77,5.9
2120,2120,30,07/01/13,387,75080778,194007,161160,,,Brazos,104.67,5.7
2121,2121,31,08/01/13,325,59804260,184013,161056,,,Brazos,106.57,5.2
2122,2122,32,09/01/13,192,38252184,199230,159450,,,Brazos,106.29,4.7
2123,2123,33,10/01/13,145,28408640,195922,167425,,,Brazos,100.54,4.5
2124,2124,34,11/01/13,148,27302331,184475,158500,,,Brazos,93.86,4.2
2125,2125,35,12/01/13,181,32733794,180850,156000,,,Brazos,97.63,4
2126,2126,36,01/01/14,142,24925850,175534,151000,,,Brazos,94.62,4.4
2127,2127,37,02/01/14,153,30083880,196627,169500,,,Brazos,100.82,4.3
2128,2128,38,03/01/14,265,50821477,191779,156500,,,Brazos,100.8,4
2129,2129,39,04/01/14,309,62649041,202748,169700,,,Brazos,102.07,3.5
2130,2130,40,05/01/14,342,67177430,196425,163250,,,Brazos,102.18,3.9
2131,2131,41,06/01/14,375,74261472,198031,166000,,,Brazos,105.79,4.7
2132,2132,42,07/01/14,378,73457837,194333,169900,,,Brazos,103.59,4.8
2133,2133,43,08/01/14,286,59750587,208918,171900,,,Brazos,96.54,4.4
2134,2134,44,09/01/14,195,41688123,213785,182000,,,Brazos,93.21,3.8
2135,2135,45,10/01/14,202,43163020,213678,180944,,,Brazos,84.4,3.5
2136,2136,46,11/01/14,147,29897868,203387,172500,,,Brazos,75.79,3.4
2137,2137,47,12/01/14,184,39977264,217268,181750,,,Brazos,59.29,3
2138,2138,48,01/01/15,141,30461245,216037,185500,539,2.2,Brazos,47.22,3.7
2139,2139,49,02/01/15,185,38819610,209836,172200,569,2.3,Brazos,50.58,3.4
2140,2140,50,03/01/15,301,62306493,206998,179000,542,2.1,Brazos,47.82,3.1
2141,2141,51,04/01/15,277,62957947,227285,180500,560,2.2,Brazos,54.45,3
2142,2142,52,05/01/15,365,72747838,199309,176000,597,2.4,Brazos,59.27,3.3
2143,2143,53,06/01/15,372,79066265,212544,190000,602,2.4,Brazos,59.82,4
2144,2144,54,07/01/15,395,83670749,211825,189500,631,2.5,Brazos,50.9,3.9
2145,2145,55,08/01/15,307,64202945,209130,193900,605,2.4,Brazos,42.87,3.5
2146,2146,56,09/01/15,231,57285440,247989,199900,583,2.3,Brazos,45.48,3.3
2147,2147,57,10/01/15,192,41879331,218122,182250,574,2.2,Brazos,46.22,3.3
2148,2148,58,11/01/15,125,28067223,224538,195000,557,2.2,Brazos,42.44,3.2
2149,2149,59,12/01/15,218,50621459,232209,214950,500,1.9,Brazos,37.19,3
2150,2150,60,01/01/16,151,32451339,214910,193000,531,2,Brazos,31.68,3.3
2151,2151,61,02/01/16,196,45718297,233257,213820,554,2.1,Brazos,30.32,3.2
2152,2152,62,03/01/16,292,68780218,235549,202000,561,2.1,Brazos,37.55,3.2
2153,2153,63,04/01/16,284,63528407,223692,199500,611,2.3,Brazos,40.75,3
2154,2154,64,05/01/16,314,74096000,235975,205000,642,2.5,Brazos,46.71,3.1
2155,2155,65,06/01/16,400,96497558,241244,212000,668,2.5,Brazos,48.76,3.9
2156,2156,66,07/01/16,302,74150709,245532,214950,724,2.9,Brazos,44.65,4
2157,2157,67,08/01/16,359,83917906,233755,218000,718,2.8,Brazos,44.72,3.9
2158,2158,68,09/01/16,199,47446305,238424,215000,736,2.9,Brazos,45.18,3.6
2159,2159,69,10/01/16,173,44419659,256761,216000,742,2.9,Brazos,49.78,3.2
2160,2160,70,11/01/16,192,49823943,259500,219950,706,2.7,Brazos,45.66,3
2161,2161,71,12/01/16,207,48567868,234627,208500,670,2.6,Brazos,51.97,3.2
3799,3799,0,01/01/11,120,14903121,124193,85000,,,Cameron,89.17,12.1
3800,3800,1,02/01/11,108,12133678,112349,87920,,,Cameron,88.58,11.8
3801,3801,2,03/01/11,164,21439723,130730,105000,,,Cameron,102.86,11.3
3802,3802,3,04/01/11,158,20152537,127548,94500,,,Cameron,109.53,11.1
3803,3803,4,05/01/11,145,18521074,127732,119000,,,Cameron,100.9,11.3
3804,3804,5,06/01/11,180,22544423,125247,97500,,,Cameron,96.26,12.1
3805,3805,6,07/01/11,119,15925118,133825,107000,,,Cameron,97.3,12
3806,3806,7,08/01/11,171,23101711,135098,115000,,,Cameron,86.33,11.9
3807,3807,8,09/01/11,155,19262315,124273,92500,,,Cameron,85.52,11.6
3808,3808,9,10/01/11,128,15323693,119716,95000,,,Cameron,86.32,11.2
3809,3809,10,11/01/11,117,16056565,137236,123550,,,Cameron,97.16,10.8
3810,3810,11,12/01/11,109,13031399,119554,90000,,,Cameron,98.56,10.6
3811,3811,12,01/01/12,108,12744804,118007,90000,,,Cameron,100.27,11
3812,3812,13,02/01/12,118,16355474,138606,111556,,,Cameron,102.2,10.8
3813,3813,14,03/01/12,153,18062584,118056,97500,,,Cameron,106.16,#N/A
3814,3814,15,04/01/12,173,22784132,131700,97425,,,Cameron,103.32,#N/A
3815,3815,16,05/01/12,176,22825093,129688,96750,,,Cameron,94.66,10.1
3816,3816,17,06/01/12,137,20195929,147416,94950,,,Cameron,82.3,10.9
3817,3817,18,07/01/12,142,17387344,122446,95650,,,Cameron,87.9,10.8
3818,3818,19,08/01/12,201,29132712,144939,112000,,,Cameron,94.13,#N/A
3819,3819,20,09/01/12,133,18820701,141509,107000,,,Cameron,94.51,#N/A
3820,3820,21,10/01/12,154,22600908,146759,110000,,,Cameron,89.49,9.8
3821,3821,22,11/01/12,114,17771818,155893,116500,,,Cameron,86.53,9.7
3822,3822,23,12/01/12,141,22226619,157636,126550,,,Cameron,87.86,#N/A
3823,3823,24,01/01/13,124,17602196,141953,111500,,,Cameron,94.76,11
3824,3824,25,02/01/13,122,14538510,119168,90375,,,Cameron,95.31,10.5
3825,3825,26,03/01/13,171,22527477,131740,106900,,,Cameron,92.94,9.9
3826,3826,27,04/01/13,181,25653197,141730,102000,,,Cameron,92.02,9.5
3827,3827,28,05/01/13,179,25580112,142906,115000,,,Cameron,94.51,9.8
3828,3828,29,06/01/13,171,27033683,158092,119500,,,Cameron,95.77,10.7
3829,3829,30,07/01/13,149,20079936,134765,104500,,,Cameron,104.67,10.1
3830,3830,31,08/01/13,176,26297643,149418,118750,,,Cameron,106.57,9.9
3831,3831,32,09/01/13,137,21541221,157235,110000,,,Cameron,106.29,9.6
3832,3832,33,10/01/13,131,18405973,140504,108500,,,Cameron,100.54,9.6
3833,3833,34,11/01/13,108,15570080,144167,120000,,,Cameron,93.86,9.3
3834,3834,35,12/01/13,141,20151392,142918,116000,,,Cameron,97.63,9
3835,3835,36,01/01/14,127,17026354,134066,105000,,,Cameron,94.62,9.6
3836,3836,37,02/01/14,128,18011856,140718,114750,,,Cameron,100.82,9.4
3837,3837,38,03/01/14,153,19731019,128961,108000,,,Cameron,100.8,8.8
3838,3838,39,04/01/14,165,21599294,130905,115000,,,Cameron,102.07,8
3839,3839,40,05/01/14,173,30870247,178441,124500,,,Cameron,102.18,8.1
3840,3840,41,06/01/14,185,27654516,149484,119000,,,Cameron,105.79,8.8
3841,3841,42,07/01/14,212,30869781,145612,124000,,,Cameron,103.59,8.8
3842,3842,43,08/01/14,202,33137229,164046,111375,,,Cameron,96.54,8.6
3843,3843,44,09/01/14,162,22610311,139570,119750,,,Cameron,93.21,7.8
3844,3844,45,10/01/14,179,29449106,164520,117000,,,Cameron,84.4,7.4
3845,3845,46,11/01/14,147,22044894,149965,129000,,,Cameron,75.79,7.5
3846,3846,47,12/01/14,164,28877631,176083,121500,,,Cameron,59.29,7.2
3847,3847,48,01/01/15,126,16403249,130185,105093,1942,11.7,Cameron,47.22,7.9
3848,3848,49,02/01/15,139,20267723,145811,117000,1945,11.6,Cameron,50.58,7.4
3849,3849,50,03/01/15,185,25890958,139951,118500,1929,11.4,Cameron,47.82,7.1
3850,3850,51,04/01/15,201,27742017,138020,114500,1946,11.3,Cameron,54.45,6.8
3851,3851,52,05/01/15,174,26748390,153726,123785,1918,11.1,Cameron,59.27,6.9
3852,3852,53,06/01/15,195,29854323,153099,128500,1984,11.4,Cameron,59.82,7.5
3853,3853,54,07/01/15,241,39279229,162984,125000,1957,11.1,Cameron,50.9,7.4
3854,3854,55,08/01/15,205,33928030,165503,129900,1957,11.1,Cameron,42.87,7.1
3855,3855,56,09/01/15,184,25683576,139585,118000,1936,10.9,Cameron,45.48,6.8
3856,3856,57,10/01/15,171,25165076,147164,119000,1895,10.7,Cameron,46.22,6.7
3857,3857,58,11/01/15,153,22140904,144712,117000,1929,10.8,Cameron,42.44,6.9
3858,3858,59,12/01/15,157,22692592,144539,115000,1812,10.2,Cameron,37.19,6.8
3859,3859,60,01/01/16,130,19752259,151940,125000,1851,10.4,Cameron,31.68,7.1
3860,3860,61,02/01/16,172,23295683,135440,113600,1833,10.1,Cameron,30.32,6.8
3861,3861,62,03/01/16,184,26310362,142991,113200,1874,10.4,Cameron,37.55,6.9
3862,3862,63,04/01/16,203,31334139,154355,134000,1838,10.2,Cameron,40.75,6.7
3863,3863,64,05/01/16,211,31334747,148506,130500,1850,10.1,Cameron,46.71,6.6
3864,3864,65,06/01/16,197,33870041,171929,145000,1801,9.8,Cameron,48.76,7.5
3865,3865,66,07/01/16,188,32818696,174568,135000,1785,9.9,Cameron,44.65,7.7
3866,3866,67,08/01/16,228,39289692,172323,135250,1849,10.2,Cameron,44.72,7.6
3867,3867,68,09/01/16,165,27349476,165754,135000,1803,10,Cameron,45.18,7.5
3868,3868,69,10/01/16,174,27990186,160863,136000,1774,9.8,Cameron,49.78,6.6
3869,3869,70,11/01/16,179,26730178,149331,125000,1779,9.8,Cameron,45.66,6.6
3870,3870,71,12/01/16,144,22826203,158515,129000,1774,9.8,Cameron,51.97,7.3
3704,3704,0,01/01/11,3,429000,143000,129000,,,Colorado,89.17,8.3
3705,3705,1,02/01/11,4,405250,101312,66625,,,Colorado,88.58,7.8
3706,3706,2,03/01/11,3,92285,30762,32160,,,Colorado,102.86,7.6
3707,3707,3,04/01/11,6,586000,97667,86000,,,Colorado,109.53,7.3
3708,3708,4,05/01/11,5,778500,155700,130000,,,Colorado,100.9,7.3
3709,3709,5,06/01/11,,,,,,,Colorado,96.26,7.9
3710,3710,6,07/01/11,2,450000,225000,225000,,,Colorado,97.3,8.5
3711,3711,7,08/01/11,2,152500,76250,76250,,,Colorado,86.33,8.2
3712,3712,8,09/01/11,2,58000,29000,29000,,,Colorado,85.52,8.1
3713,3713,9,10/01/11,1,20000,20000,20000,,,Colorado,86.32,7.8
3714,3714,10,11/01/11,5,868400,173680,99500,,,Colorado,97.16,7.2
3715,3715,11,12/01/11,3,455800,151933,160000,,,Colorado,98.56,6.9
3716,3716,12,01/01/12,4,521800,130450,135625,,,Colorado,100.27,7
3717,3717,13,02/01/12,,,,,,,Colorado,102.2,6.7
3718,3718,14,03/01/12,5,393370,78674,59000,,,Colorado,106.16,#N/A
3719,3719,15,04/01/12,1,280000,280000,280000,,,Colorado,103.32,#N/A
3720,3720,16,05/01/12,3,516000,172000,151000,,,Colorado,94.66,6.4
3721,3721,17,06/01/12,3,136501,45500,53500,,,Colorado,82.3,6.6
3722,3722,18,07/01/12,2,160000,80000,80000,,,Colorado,87.9,6.6
3723,3723,19,08/01/12,3,512000,170667,227000,,,Colorado,94.13,#N/A
3724,3724,20,09/01/12,7,458990,65570,53000,,,Colorado,94.51,#N/A
3725,3725,21,10/01/12,7,623000,89000,105000,,,Colorado,89.49,6.1
3726,3726,22,11/01/12,6,893000,148833,135500,,,Colorado,86.53,5.9
3727,3727,23,12/01/12,3,246807,82269,85000,,,Colorado,87.86,#N/A
3728,3728,24,01/01/13,5,504500,100900,104500,,,Colorado,94.76,6.3
3729,3729,25,02/01/13,3,262000,87333,99500,,,Colorado,95.31,6.1
3730,3730,26,03/01/13,9,798505,88723,48000,,,Colorado,92.94,5.9
3731,3731,27,04/01/13,5,1054500,210900,239500,,,Colorado,92.02,5.6
3732,3732,28,05/01/13,3,449500,149833,144500,,,Colorado,94.51,5.8
3733,3733,29,06/01/13,7,1136000,162286,162500,,,Colorado,95.77,6.3
3734,3734,30,07/01/13,5,580000,116000,75000,,,Colorado,104.67,6
3735,3735,31,08/01/13,7,1019900,145700,88000,,,Colorado,106.57,5.7
3736,3736,32,09/01/13,5,593500,118700,137500,,,Colorado,106.29,5.6
3737,3737,33,10/01/13,5,362500,72500,61000,,,Colorado,100.54,5.3
3738,3738,34,11/01/13,6,788500,131417,82500,,,Colorado,93.86,5.1
3739,3739,35,12/01/13,9,1529800,169978,159000,,,Colorado,97.63,4.8
3740,3740,36,01/01/14,5,508000,101600,99000,,,Colorado,94.62,5.1
3741,3741,37,02/01/14,3,532500,177500,197500,,,Colorado,100.82,5
3742,3742,38,03/01/14,5,773276,154655,100000,,,Colorado,100.8,4.9
3743,3743,39,04/01/14,10,2370206,237021,132500,,,Colorado,102.07,4.2
3744,3744,40,05/01/14,8,6405875,800734,151000,,,Colorado,102.18,4.3
3745,3745,41,06/01/14,19,5505958,289787,204000,,,Colorado,105.79,4.6
3746,3746,42,07/01/14,9,2693500,299278,285000,,,Colorado,103.59,4.7
3747,3747,43,08/01/14,14,1930180,137870,120750,,,Colorado,96.54,4.5
3748,3748,44,09/01/14,10,2829500,282950,154500,,,Colorado,93.21,4.4
3749,3749,45,10/01/14,17,2611250,153603,152000,,,Colorado,84.4,4
3750,3750,46,11/01/14,17,4440004,261177,183000,,,Colorado,75.79,3.9
3751,3751,47,12/01/14,13,5424688,417284,151000,,,Colorado,59.29,3.5
3752,3752,48,01/01/15,11,1213500,110318,88000,117,10.3,Colorado,47.22,4
3753,3753,49,02/01/15,12,2167611,180634,165000,118,9.8,Colorado,50.58,3.7
3754,3754,50,03/01/15,18,3071146,170619,169525,128,9.7,Colorado,47.82,3.6
3755,3755,51,04/01/15,16,6469288,404330,203000,119,8.7,Colorado,54.45,3.7
3756,3756,52,05/01/15,8,2455500,306938,106500,128,9.4,Colorado,59.27,3.9
3757,3757,53,06/01/15,13,4517470,347498,155000,106,8.1,Colorado,59.82,4.2
3758,3758,54,07/01/15,18,2773900,154106,119950,99,7.1,Colorado,50.9,4.2
3759,3759,55,08/01/15,14,2516500,179750,168500,111,8,Colorado,42.87,4.2
3760,3760,56,09/01/15,12,2916541,243045,132500,111,7.9,Colorado,45.48,4.1
3761,3761,57,10/01/15,8,1110000,138750,132000,112,8.4,Colorado,46.22,4.2
3762,3762,58,11/01/15,12,2029750,169146,186250,104,8.1,Colorado,42.44,4.2
3763,3763,59,12/01/15,11,1192340,108395,80000,100,7.8,Colorado,37.19,3.9
3764,3764,60,01/01/16,8,1434341,179293,155000,109,7.8,Colorado,31.68,4.1
3765,3765,61,02/01/16,11,1448500,131682,91000,119,8.6,Colorado,30.32,4.2
3766,3766,62,03/01/16,16,2209000,138062,133500,125,9.1,Colorado,37.55,4.4
3767,3767,63,04/01/16,12,4566413,380534,191766,138,10.5,Colorado,40.75,4.2
3768,3768,64,05/01/16,15,2799900,186660,180000,136,10,Colorado,46.71,4.3
